tm_id;ss_id;nombre_jugador;season;accurateCrosses_p90;accurateFinalThirdPasses_p90;accurateLongBalls_p90;accuratePassesPercentage;aerialDuelsWon_p90;assists_p90;blockedShots_p90;clearances_p90;contexto_equipo_top;dribbledPast_p90;edad;fouls_p90;goalConversionPercentage;goals_p90;keyPasses_p90;minutesPlayed;nac_Argentina;nac_Colombia;nac_Perú;nac_Uruguay;offsides_p90;penaltyConversionPercentage;pos_Delantero;pos_Mediocampista;proviene_club_grande;proviene_liga_extranjera;shotsOffTarget_p90;shotsOnTarget_p90;successfulDribbles_p90;wasFouled_p90;yellowCards_p90
789198;1017747;Benjamín Ampuero;2022_2023;0.0;2.406417112299465;3.6898395721925135;76.38376383763837;0.9625668449197861;0.0;0.0;3.5294117647058822;0;0.9625668449197861;21;2.2459893048128343;33.33333333333333;0.16042780748663102;0.16042780748663102;561.0;0;0;1;0;0.0;0.0;0;0;0;1;0.32085561497326204;0.16042780748663102;0.0;0.8021390374331551;0.48128342245989303
805862;1017755;Emilio Saba;2022_2023;0.995850622406639;7.344398340248962;1.4937759336099585;72.94117647058823;1.120331950207469;0.12448132780082988;0.12448132780082988;1.7427385892116183;0;0.4979253112033195;21;1.8672199170124482;0.0;0.0;1.2448132780082988;723.0;0;0;0;0;0.0;0.0;0;0;1;0;0.24896265560165975;0.12448132780082988;1.120331950207469;0.4979253112033195;0.24896265560165975
810550;1065267;Adrián Ascues;2022_2023;0.7216981132075472;10.14622641509434;1.9952830188679245;77.22891566265059;0.2971698113207547;0.08490566037735849;0.6367924528301886;0.3820754716981132;1;0.7216981132075472;19;1.5283018867924527;19.230769230769234;0.4245283018867924;1.5283018867924527;2120.0;0;0;1;0;0.16981132075471697;100.0;0;1;0;1;0.9339622641509433;0.6367924528301886;1.740566037735849;2.122641509433962;0.2122641509433962
814636;989258;Marcelo Gaona;2022_2023;0.371900826446281;5.392561983471074;3.2541322314049586;77.25;1.580578512396694;0.0;0.0;2.696280991735537;0;0.6508264462809917;23;1.3016528925619835;9.090909090909092;0.09297520661157024;0.8367768595041322;968.0;0;0;1;0;0.0;0.0;0;0;0;1;0.8367768595041322;0.1859504132231405;0.1859504132231405;0.4648760330578512;0.371900826446281
817656;1068656;Alonso Yovera;2022_2023;0.25641025641025644;6.282051282051282;1.2820512820512822;75.10204081632654;0.7692307692307693;0.12820512820512822;0.0;2.435897435897436;0;1.0256410256410258;21;1.794871794871795;0.0;0.0;0.6410256410256411;702.0;0;0;1;0;0.12820512820512822;0.0;0;0;0;1;0.6410256410256411;0.25641025641025644;0.8974358974358975;1.4102564102564104;0.12820512820512822
82570;924643;John Fajardo;2022_2023;0.0;2.671232876712329;3.493150684931507;78.419452887538;1.2328767123287672;0.0;0.3082191780821918;5.856164383561644;0;0.3082191780821918;33;0.7191780821917809;0.0;0.0;0.20547945205479454;876.0;0;0;1;0;0.10273972602739727;0.0;0;0;0;1;0.20547945205479454;0.0;0.10273972602739727;0.5136986301369864;0.4109589041095891
82584;883313;Nelinho Quina;2022_2023;0.0;3.4491017964071857;3.6646706586826348;77.44916820702403;2.263473053892216;0.03592814371257485;0.03592814371257485;3.5568862275449105;0;0.25149700598802394;35;1.0778443113772456;23.809523809523807;0.17964071856287425;0.2155688622754491;2505.0;0;0;1;0;0.10778443113772455;80.0;0;0;1;1;0.3592814371257485;0.3592814371257485;0.25149700598802394;0.5748502994011976;0.25149700598802394
84506;47439;Christian Ramos;2022_2023;0.054844606946983544;3.9488117001828154;4.113345521023766;84.9002849002849;1.3711151736745886;0.0;0.16453382084095064;2.6325411334552102;0;0.21937842778793418;33;1.8098720292504569;0.0;0.0;0.10968921389396709;1641.0;0;0;1;0;0.0;0.0;0;0;1;1;0.2742230347349177;0.0;0.054844606946983544;0.3839122486288848;0.3290676416819013
866488;1107888;Jostin Alarcón;2022_2023;0.47098001902949577;9.162702188392007;1.2844909609895339;83.92330383480827;0.21408182683158897;0.25689819219790677;0.42816365366317793;0.29971455756422455;1;0.5994291151284491;19;1.070409134157945;9.433962264150944;0.21408182683158897;1.070409134157945;2102.0;0;0;1;0;0.38534728829686016;50.0;1;0;0;1;1.241674595623216;0.5994291151284491;1.3701236917221695;2.3977164605137964;0.25689819219790677
90489;121657;Santiago García;2022_2023;0.1466992665036675;5.647921760391198;5.28117359413203;83.5985312117503;1.466992665036675;0.1466992665036675;0.1466992665036675;3.154034229828851;1;0.9535452322738387;33;0.880195599022005;0.0;0.0;0.36674816625916873;1227.0;1;0;0;0;0.0;0.0;0;0;0;1;0.07334963325183375;0.07334963325183375;0.1466992665036675;0.9535452322738387;0.22004889975550124
94406;73666;Marcio Valverde;2022_2023;1.439499304589708;7.510431154381084;4.819193324061196;71.54811715481172;0.6884561891515995;0.06258692628650904;0.6258692628650904;1.3143254520166898;0;0.5006954102920723;34;0.6884561891515995;8.333333333333332;0.18776077885952713;2.0027816411682893;1438.0;0;0;1;0;0.06258692628650904;100.0;0;1;0;1;0.9388038942976356;0.6884561891515995;0.5632823365785814;0.7510431154381085;0.3129346314325452
94735;311734;Marcos Delgado;2022_2023;0.05178365937859609;4.090909090909091;3.1070195627157653;68.4729064039409;1.6570771001150748;0.0;0.25891829689298046;3.521288837744534;0;1.3463751438434983;34;1.087456846950518;23.52941176470588;0.20713463751438435;0.31070195627157654;1738.0;0;0;1;0;0.15535097813578827;0.0;0;0;0;1;0.25891829689298046;0.3624856156501726;0.3624856156501726;1.087456846950518;0.31070195627157654
94761;883299;Janio Pósito;2022_2023;0.0;5.784412955465587;0.3188259109311741;74.64114832535886;1.4119433198380567;0.09109311740890688;0.409919028340081;0.18218623481781376;0;0.3643724696356275;32;1.45748987854251;23.4375;0.6831983805668016;1.4119433198380567;1976.0;0;0;1;0;0.8653846153846154;100.0;1;0;1;1;1.2297570850202428;1.2753036437246963;0.09109311740890688;1.5030364372469636;0.04554655870445344
94820;125100;Jesús Arismendi;2022_2023;0.15088013411567475;5.280804694048617;1.5088013411567476;66.24605678233438;0.8298407376362111;0.07544006705783737;0.15088013411567475;2.6404023470243083;0;0.7544006705783738;35;1.8860016764459344;33.33333333333333;0.15088013411567475;0.7544006705783738;1193.0;0;0;1;0;0.3017602682313495;0.0;0;0;0;1;0.07544006705783737;0.22632020117351215;0.4526404023470243;0.3017602682313495;0.603520536462699
95280;47447;Christian Cueva;2022_2023;1.6071428571428572;15.803571428571429;1.3392857142857142;79.60339943342775;0.13392857142857142;0.4017857142857143;0.26785714285714285;0.13392857142857142;1;0.5357142857142857;30;0.8035714285714286;0.0;0.0;2.6785714285714284;672.0;0;0;1;0;0.5357142857142857;0.0;0;1;0;1;0.5357142857142857;0.4017857142857143;1.6071428571428572;1.0714285714285714;0.0
96295;46992;Juan Diego Lojas;2022_2023;0.0;1.2136929460580914;2.3340248962655603;78.26086956521739;2.1473029045643157;0.09336099585062241;0.18672199170124482;5.881742738589212;0;0.09336099585062241;33;1.6804979253112033;0.0;0.0;0.0;964.0;0;0;1;0;0.18672199170124482;0.0;0;0;0;1;0.18672199170124482;0.09336099585062241;0.09336099585062241;0.18672199170124482;0.46680497925311204
966369;1170472;Stefano Fernández;2022_2023;0.1020408163265306;5.1020408163265305;2.0408163265306123;81.03448275862068;0.5102040816326531;0.0;0.0;1.1224489795918366;0;1.4285714285714284;20;2.4489795918367343;0.0;0.0;0.3061224489795918;882.0;0;0;1;0;0.0;0.0;0;1;0;1;0.3061224489795918;0.0;0.0;0.2040816326530612;0.4081632653061224
103817;311524;Iván Santillán;2023_2024;0.5839942321557318;7.137707281903388;4.152847873107426;82.4074074074074;0.4542177361211247;0.1946647440519106;0.1946647440519106;1.6870944484498918;0;1.4924297043979813;32;1.9466474405191059;0.0;0.0;1.0382119682768565;1387.0;0;0;1;0;0.06488824801730353;0.0;0;0;0;1;0.2595529920692141;0.1946647440519106;0.4542177361211247;0.7786589762076424;0.4542177361211247
106283;220935;Edson Aubert;2023_2024;0.875;13.083333333333334;9.0;84.67202141900937;0.375;0.25;0.2916666666666667;1.8333333333333333;0;1.1666666666666667;34;1.625;0.0;0.0;1.8333333333333333;2160.0;0;0;1;0;0.041666666666666664;0.0;0;1;1;1;0.6666666666666666;0.4166666666666667;0.7083333333333334;0.5833333333333334;0.3333333333333333
1095971;1466382;Pablo Erustes;2023_2024;0.14128728414442698;6.546310832025117;0.47095761381475665;68.85964912280701;1.41287284144427;0.14128728414442698;0.8006279434850863;0.47095761381475665;0;0.18838304552590265;29;2.3076923076923075;13.253012048192772;0.5180533751962323;0.8948194662480377;1911.0;1;0;0;0;0.28257456828885397;50.0;1;0;0;1;1.6483516483516483;1.4599686028257457;1.1773940345368916;2.119309262166405;0.09419152276295133
1102800;1466374;Eslyn Correa;2023_2024;0.0;6.682464454976303;0.4265402843601896;82.5;0.8530805687203792;0.0;0.2843601895734597;0.2843601895734597;0;0.9952606635071091;18;1.2796208530805688;0.0;0.0;0.7109004739336493;633.0;0;0;1;0;0.0;0.0;0;1;0;1;0.4265402843601896;0.14218009478672985;0.14218009478672985;1.2796208530805688;0.14218009478672985
131114;47418;Sebastián Rodríguez;2023_2024;0.26548672566371684;8.097345132743364;2.3893805309734515;86.37295081967213;0.504424778761062;0.13274336283185842;0.05309734513274337;0.39823008849557523;1;1.752212389380531;30;0.9557522123893806;12.962962962962962;0.18584070796460178;1.858407079646018;3390.0;0;0;0;1;0.0;100.0;0;1;1;1;0.0;0.3451327433628319;1.3008849557522124;0.6902654867256638;0.26548672566371684
140931;107596;John Narváez;2023_2024;0.0;2.5625539257981016;3.4167385677308024;76.5432098765432;0.31061259706643657;0.0;0.0;3.960310612597066;0;0.7765314926660914;32;2.018981880931838;0.0;0.0;0.31061259706643657;1159.0;0;0;0;0;0.0;0.0;0;0;0;1;0.31061259706643657;0.0;0.4659188955996549;0.9318377911993098;0.31061259706643657
146292;932870;Alan Pérez;2023_2024;0.07894736842105263;4.394736842105263;5.473684210526316;74.41673370876912;2.5526315789473686;0.02631578947368421;0.47368421052631576;2.1842105263157894;0;1.7105263157894737;32;0.8947368421052632;9.090909090909092;0.02631578947368421;0.15789473684210525;3420.0;1;0;0;0;0.0;0.0;0;0;0;1;0.0;0.10526315789473684;0.47368421052631576;0.3684210526315789;0.23684210526315788
147105;339117;Cristian Techera;2023_2024;0.9011264080100124;2.027534418022528;1.6896120150187734;75.5868544600939;0.4505632040050062;0.11264080100125155;0.0;0.5632040050062578;0;0.7884856070087609;31;0.6758448060075094;0.0;0.0;1.9148936170212765;799.0;0;0;0;1;0.2252816020025031;0.0;1;0;0;1;0.0;1.013767209011264;3.1539424280350437;0.6758448060075094;0.11264080100125155
149771;339841;Ángel Ojeda;2023_2024;0.07075471698113207;5.872641509433962;3.3254716981132075;80.35714285714286;0.42452830188679247;0.0;0.2830188679245283;0.9905660377358491;0;0.6367924528301887;30;2.2641509433962264;7.142857142857142;0.07075471698113207;0.8490566037735849;1272.0;0;0;1;0;0.0;0.0;0;1;0;1;0.42452830188679247;0.2830188679245283;0.0;0.2830188679245283;0.5660377358490566
160906;339529;Willyan Mimbela;2023_2024;2.9508196721311477;9.442622950819672;1.981264637002342;76.2481089258699;0.37939110070257615;0.2107728337236534;0.8009367681498829;0.1686182669789227;0;0.8430913348946136;31;1.3067915690866512;4.878048780487805;0.1686182669789227;3.2037470725995316;2135.0;0;0;1;0;0.08430913348946135;100.0;0;1;0;1;1.6018735362997658;1.053864168618267;1.559718969555035;2.655737704918033;0.3372365339578454
170616;176289;Ángel Romero;2023_2024;0.07471980074719801;4.595267745952678;1.8679950186799503;83.90446521287642;1.270236612702366;0.0;0.261519302615193;2.428393524283935;0;0.7471980074719801;32;1.3823163138231631;10.0;0.07471980074719801;0.33623910336239105;2409.0;0;0;1;0;0.0;0.0;0;1;1;1;0.261519302615193;0.22415940224159403;0.261519302615193;0.635118306351183;0.11207970112079702
