tm_id;ss_id;ss_season_id;nombre_jugador;edad;nacionalidad_str;posicion;club_origen;minutesPlayed;appearances;started;goals;totalShots;shotsOnTarget;shotsOffTarget;blockedShots;assists;keyPasses;bigChancesCreated;bigChancesMissed;successfulDribbles;penaltiesWon;penaltiesTaken;penaltyGoals;offsides;tackles;interceptions;clearances;dribbledPast;penaltiesCommitted;fouls;wasFouled;aerialDuelsWon;groundDuelsWon;totalPasses;accuratePasses;accurateFinalThirdPasses;accurateLongBalls;accurateCrosses;possessionLost;dispossessed;yellowCards;redCards;season
55164;41834;13950;Tomás Costa;32;Argentina;Pivote;Olimpo;642.0;10.0;8.0;0.0;10.0;1.0;5.0;4.0;0.0;7.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;12.0;13.0;18.0;19.0;0.0;3.0;9.0;8.0;25.0;294.0;216.0;58.0;13.0;8.0;130.0;10.0;1.0;0.0;2017_2018
139955;220104;13413;Emanuel Herrera;30;Argentina;Delantero centro;CS Emelec;382.0;6.0;4.0;0.0;14.0;6.0;4.0;4.0;0.0;4.0;1.0;1.0;2.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;2.0;0.0;5.0;2.0;9.0;7.0;105.0;71.0;32.0;0.0;1.0;59.0;7.0;1.0;0.0;2017_2018
56032;34134;13475;Omar Merlo;30;Argentina;Defensa central;Huachipato;1260.0;14.0;14.0;0.0;5.0;1.0;3.0;1.0;0.0;3.0;0.0;0.0;11.0;0.0;0.0;0.0;2.0;28.0;39.0;67.0;8.0;0.0;22.0;14.0;26.0;50.0;554.0;412.0;38.0;48.0;0.0;158.0;1.0;5.0;0.0;2017_2018
178114;247807;12882;Yulián Mejía;26;Colombia;Mediocentro;A. Bucaramanga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017_2018
333089;798277;12825;Miguel Camargo;23;Panamá;Mediocentro ofensivo;Chorrillo FC;176.0;8.0;2.0;1.0;3.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;5.0;6.0;2.0;5.0;0.0;4.0;4.0;2.0;13.0;83.0;58.0;19.0;0.0;0.0;42.0;4.0;1.0;0.0;2017_2018
84111;355874;12882;Róbinson Aponzá;28;Colombia;Extremo izquierdo;Junior FC;156.0;8.0;0.0;0.0;7.0;4.0;1.0;2.0;1.0;3.0;1.0;2.0;3.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;12.0;55.0;48.0;23.0;2.0;0.0;23.0;2.0;1.0;0.0;2017_2018
84111;355874;12882;Róbinson Aponzá;28;Colombia;Extremo izquierdo;Junior FC;614.0;12.0;6.0;1.0;16.0;4.0;9.0;3.0;2.0;11.0;1.0;0.0;11.0;0.0;0.0;0.0;6.0;7.0;3.0;0.0;3.0;0.0;11.0;22.0;0.0;40.0;217.0;173.0;75.0;7.0;5.0;74.0;8.0;1.0;0.0;2017_2018
147097;819195;12882;César Mena;28;Colombia;Defensa central;Patriotas;180.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;5.0;2.0;0.0;2.0;1.0;3.0;1.0;76.0;69.0;3.0;10.0;0.0;3.0;0.0;0.0;0.0;2017_2018
82577;38024;12950;Julio Landauri;31;Perú;Extremo izquierdo;Alianza Lima;72.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017_2018
485576;842732;12882;Óscar Franco;24;Paraguay;Delantero centro;Atl. Nacional;220.0;6.0;2.0;1.0;7.0;3.0;3.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;5.0;3.0;5.0;2.0;39.0;25.0;8.0;0.0;0.0;22.0;2.0;2.0;0.0;2017_2018
89317;339855;13475;Bernardo Cuesta;28;Argentina;Delantero centro;Huachipato;398.0;6.0;5.0;0.0;9.0;1.0;5.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;0.0;7.0;2.0;0.0;10.0;1.0;1.0;4.0;99.0;69.0;27.0;4.0;2.0;55.0;4.0;1.0;0.0;2017_2018
89317;339855;12882;Bernardo Cuesta;28;Argentina;Delantero centro;Huachipato;497.0;13.0;4.0;1.0;12.0;5.0;6.0;1.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;1.0;0.0;12.0;4.0;1.0;10.0;116.0;78.0;47.0;3.0;0.0;36.0;2.0;1.0;0.0;2017_2018
76717;249305;11740;Pablo Míguez;30;Uruguay;Defensa central;Club Puebla;775.0;13.0;9.0;0.0;10.0;1.0;5.0;4.0;0.0;3.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;15.0;21.0;13.0;9.0;1.0;28.0;6.0;16.0;24.0;289.0;238.0;47.0;12.0;0.0;24.0;10.0;4.0;0.0;2017_2018
76717;249305;19779;Pablo Míguez;30;Uruguay;Defensa central;Club Puebla;1366.0;16.0;16.0;2.0;11.0;3.0;6.0;2.0;2.0;9.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;65.0;21.0;24.0;18.0;0.0;42.0;11.0;18.0;81.0;568.0;461.0;96.0;50.0;0.0;87.0;12.0;4.0;0.0;2017_2018
112534;886298;13413;Omar Tejeda;28;México;Mediocentro ofensivo;Lobos BUAP;262.0;6.0;2.0;0.0;4.0;1.0;2.0;1.0;0.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;4.0;5.0;0.0;9.0;117.0;92.0;40.0;5.0;0.0;58.0;9.0;0.0;0.0;2017_2018
94328;34031;12950;Mauricio Montes;35;Perú;Delantero centro;Sport Huancayo;120.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017_2018
72716;33284;12950;César Ortiz;33;Perú;Pivote;Sport Huancayo;90.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017_2018
72706;33290;12950;Roberto Guizasola;32;Perú;Lateral derecho;Sport Huancayo;46.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2017_2018
90674;147293;12882;Luis Cardoza;32;Colombia;Defensa central;Deportes Tolima;977.0;12.0;11.0;1.0;8.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;13.0;16.0;45.0;3.0;0.0;16.0;2.0;26.0;16.0;251.0;182.0;3.0;20.0;0.0;65.0;1.0;5.0;0.0;2017_2018
94741;169925;12950;Diego Minaya;27;Perú;Defensa central;Sport Huancayo;90.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017_2018
82562;38023;12950;Víctor Balta;31;Perú;Defensa central;Sport Huancayo;180.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017_2018
102810;248291;12950;Mario Velarde;26;Perú;Mediocentro ofensivo;Unión Comercio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017_2018
420869;883338;12950;José Guidino;21;Perú;Lateral izquierdo;Dep. Municipal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017_2018
94761;883299;12950;Janio Pósito;27;Perú;Delantero centro;Rosario FC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017_2018
201043;358202;12950;Gianmarco Gambetta;26;Perú;Defensa central;Juan Aurich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017_2018
95906;924781;12950;Júnior Huerta;28;Perú;Lateral izquierdo;Dep. Municipal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017_2018
516242;914294;12950;Edhu Oliva;21;Perú;Mediocentro;Sport. Cristal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017_2018
338977;883406;12950;Yordi Vílchez;22;Perú;Defensa central;Juan Aurich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017_2018
195002;175977;12950;Álvaro Ampuero;24;Perú;Lateral izquierdo;U. San Martín;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017_2018
93124;200758;12950;Ricardo Buitrago;31;Panamá;Mediocentro ofensivo;Juan Aurich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017_2018
68910;45882;12950;José Carlos Fernández;34;Perú;Delantero centro;FBC Melgar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017_2018
135160;901523;12950;Jhon Tapia;28;Colombia;Defensa central;Comerciantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017_2018
417435;873848;12950;Sebastián Ternero;20;Perú;Pivote;Comerciantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017_2018
356222;846372;12950;Raúl Tito;19;Perú;Extremo izquierdo;Universitario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017_2018
434562;883279;12950;Ronaldo Andía;19;Perú;Lateral derecho;Sport Huancayo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017_2018
147133;345747;15806;Joaquín Lencinas;30;Argentina;Defensa central;Monagas SC;360.0;4.0;4.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;14.0;12.0;3.0;0.0;3.0;4.0;5.0;13.0;89.0;65.0;10.0;9.0;0.0;29.0;2.0;2.0;0.0;2018_2019
54594;790020;16007;Diego Manicero;33;Argentina;Mediocentro ofensivo;Universitario;2156.0;28.0;24.0;5.0;64.0;17.0;27.0;20.0;3.0;55.0;10.0;3.0;41.0;1.0;1.0;0.0;5.0;13.0;8.0;8.0;16.0;0.0;23.0;42.0;10.0;95.0;740.0;534.0;258.0;51.0;28.0;447.0;32.0;2.0;1.0;2018_2019
250482;805353;16007;Joao Villamarín;26;Perú;Extremo izquierdo;FBC Melgar;993.0;26.0;9.0;5.0;32.0;14.0;9.0;9.0;0.0;12.0;0.0;6.0;11.0;0.0;0.0;0.0;16.0;6.0;4.0;8.0;6.0;0.0;25.0;22.0;7.0;38.0;284.0;224.0;68.0;6.0;2.0;129.0;14.0;5.0;1.0;2018_2019
67218;105848;15809;Pablo de Miranda;32;Argentina;Defensa central;Blooming;180.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;5.0;17.0;1.0;0.0;3.0;5.0;1.0;8.0;85.0;66.0;5.0;8.0;0.0;21.0;0.0;0.0;0.0;2018_2019
94766;46983;16007;Renzo Sheput;37;Perú;Mediocentro ofensivo;Sport Boys;478.0;9.0;7.0;1.0;10.0;5.0;3.0;2.0;0.0;5.0;1.0;0.0;10.0;0.0;0.0;0.0;1.0;3.0;0.0;2.0;7.0;0.0;4.0;8.0;1.0;21.0;276.0;210.0;50.0;18.0;5.0;103.0;5.0;0.0;1.0;2018_2019
214624;345787;16007;Josimar Vargas;28;Perú;Pivote;Sport Boys;268.0;6.0;5.0;0.0;3.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;7.0;6.0;4.0;0.0;6.0;5.0;0.0;14.0;121.0;98.0;15.0;6.0;0.0;26.0;1.0;2.0;0.0;2018_2019
186903;248229;16007;Jean Piere Fuentes;26;Perú;Pivote;FBC Melgar;1586.0;25.0;16.0;0.0;27.0;4.0;14.0;9.0;0.0;3.0;2.0;1.0;5.0;0.0;0.0;0.0;0.0;33.0;23.0;44.0;10.0;2.0;51.0;17.0;40.0;54.0;792.0;672.0;100.0;69.0;2.0;152.0;6.0;7.0;1.0;2018_2019
201397;34133;16007;Tulio Etchemaite;30;Argentina;Delantero centro;FBC Melgar;1825.0;26.0;23.0;13.0;86.0;33.0;34.0;19.0;2.0;26.0;3.0;6.0;17.0;0.0;5.0;5.0;14.0;11.0;5.0;9.0;11.0;0.0;25.0;32.0;27.0;58.0;444.0;300.0;136.0;30.0;8.0;275.0;33.0;5.0;2.0;2018_2019
434562;883279;16007;Ronaldo Andía;20;Perú;Lateral derecho;Rosario FC;2785.0;35.0;30.0;0.0;6.0;1.0;3.0;2.0;2.0;27.0;3.0;1.0;22.0;0.0;0.0;0.0;1.0;41.0;61.0;40.0;21.0;1.0;49.0;22.0;18.0;85.0;741.0;559.0;154.0;47.0;10.0;361.0;30.0;5.0;0.0;2018_2019
482452;922007;16044;Jimmy Valoyes;31;Colombia;Defensa central;CD Águila;1061.0;13.0;11.0;0.0;8.0;1.0;7.0;0.0;0.0;3.0;0.0;2.0;11.0;0.0;0.0;0.0;0.0;23.0;35.0;62.0;6.0;2.0;17.0;17.0;35.0;50.0;427.0;348.0;26.0;40.0;0.0;92.0;1.0;0.0;2.0;2018_2019
420949;836281;16007;Flavio Ramírez;22;Perú;Lateral derecho;Sport. Cristal;784.0;18.0;9.0;0.0;2.0;0.0;1.0;1.0;0.0;5.0;0.0;1.0;6.0;0.0;0.0;0.0;1.0;20.0;12.0;11.0;12.0;0.0;19.0;14.0;6.0;40.0;293.0;226.0;46.0;14.0;3.0;124.0;2.0;1.0;0.0;2018_2019
375364;805259;16007;Mario Palomino;24;Perú;Pivote;Comerciantes;213.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;7.0;6.0;6.0;0.0;7.0;4.0;1.0;9.0;101.0;69.0;12.0;6.0;1.0;42.0;1.0;0.0;0.0;2018_2019
528898;894464;16007;Luis Acuy;20;Perú;Extremo izquierdo;U. San Martín;92.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;3.0;0.0;4.0;3.0;1.0;9.0;28.0;20.0;5.0;0.0;1.0;16.0;2.0;0.0;0.0;2018_2019
82578;38005;16007;Luis Llontop;32;Perú;Portero;Rosario FC;1080.0;12.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;10.0;1.0;0.0;0.0;1.0;3.0;3.0;272.0;163.0;28.0;101.0;0.0;110.0;0.0;1.0;0.0;2018_2019
434955;883293;16007;Leonel Solís;21;Perú;Pivote;AD Cantolao;151.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;1.0;0.0;2.0;0.0;4.0;2.0;0.0;9.0;39.0;36.0;7.0;3.0;0.0;17.0;3.0;0.0;0.0;2018_2019
45474;11583;16007;Luis Tejada;36;Panamá;Delantero centro;Sport Boys;2385.0;30.0;27.0;16.0;74.0;29.0;37.0;8.0;4.0;46.0;9.0;10.0;15.0;1.0;7.0;7.0;34.0;15.0;7.0;40.0;7.0;0.0;62.0;28.0;68.0;54.0;669.0;488.0;234.0;29.0;4.0;303.0;41.0;10.0;0.0;2018_2019
477383;883388;16007;Jeferson Collazos;27;Colombia;Delantero centro;UTC;1465.0;29.0;15.0;4.0;50.0;19.0;25.0;6.0;1.0;15.0;0.0;14.0;12.0;0.0;1.0;0.0;17.0;9.0;3.0;8.0;8.0;0.0;28.0;21.0;93.0;39.0;331.0;211.0;104.0;7.0;1.0;218.0;20.0;2.0;0.0;2018_2019
59947;38516;16007;Hervé Kambou;33;Costa de Marfil;Defensa central;AD Cantolao;3554.0;40.0;40.0;1.0;6.0;2.0;3.0;1.0;0.0;4.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;56.0;75.0;233.0;23.0;0.0;47.0;39.0;60.0;97.0;1191.0;923.0;99.0;109.0;0.0;299.0;7.0;6.0;1.0;2018_2019
149771;339841;16007;Ángel Ojeda;25;Perú;Pivote;Unión Comercio;2294.0;36.0;24.0;0.0;44.0;6.0;18.0;20.0;1.0;26.0;5.0;3.0;17.0;0.0;0.0;0.0;0.0;67.0;40.0;38.0;31.0;2.0;83.0;22.0;17.0;106.0;1210.0;965.0;272.0;82.0;3.0;326.0;27.0;9.0;0.0;2018_2019
73705;249599;16007;Donald Millán;32;Colombia;Mediocentro ofensivo;UTC;3302.0;39.0;36.0;13.0;62.0;21.0;24.0;17.0;5.0;94.0;13.0;3.0;60.0;1.0;4.0;4.0;3.0;51.0;33.0;43.0;49.0;0.0;56.0;106.0;55.0;214.0;1544.0;1159.0;500.0;100.0;37.0;719.0;74.0;12.0;0.0;2018_2019
362579;830020;16044;Ramón Córdoba;28;Colombia;Defensa central;Jaguares FC;1330.0;15.0;15.0;0.0;3.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;14.0;27.0;58.0;13.0;1.0;31.0;15.0;30.0;30.0;457.0;379.0;14.0;33.0;0.0;87.0;1.0;7.0;0.0;2018_2019
362579;830020;19511;Ramón Córdoba;28;Colombia;Defensa central;Jaguares FC;844.0;10.0;10.0;0.0;2.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;14.0;21.0;44.0;8.0;1.0;26.0;7.0;17.0;20.0;346.0;302.0;13.0;22.0;0.0;50.0;1.0;5.0;2.0;2018_2019
104392;249511;16007;Juan Pablo Vergara;33;Perú;Extremo derecho;UTC;1993.0;28.0;22.0;6.0;70.0;28.0;29.0;13.0;12.0;80.0;20.0;8.0;5.0;1.0;1.0;1.0;18.0;14.0;12.0;4.0;23.0;0.0;38.0;66.0;20.0;82.0;537.0;387.0;178.0;37.0;65.0;378.0;21.0;3.0;0.0;2018_2019
123418;107388;16007;Óscar Vílchez;32;Perú;Mediocentro;Alianza Lima;958.0;26.0;6.0;1.0;10.0;1.0;6.0;3.0;2.0;17.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;24.0;13.0;7.0;13.0;1.0;13.0;22.0;3.0;51.0;535.0;456.0;110.0;26.0;2.0;119.0;10.0;0.0;1.0;2018_2019
82577;38024;16007;Julio Landauri;32;Perú;Extremo izquierdo;Real Garcilaso;1822.0;37.0;19.0;1.0;42.0;14.0;17.0;11.0;3.0;46.0;9.0;3.0;28.0;1.0;0.0;0.0;7.0;25.0;14.0;9.0;35.0;1.0;22.0;21.0;9.0;73.0;596.0;472.0;194.0;22.0;22.0;301.0;33.0;3.0;0.0;2018_2019
84111;355874;16007;Róbinson Aponzá;29;Colombia;Extremo izquierdo;Jaguares FC;99.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;1.0;6.0;22.0;18.0;7.0;1.0;0.0;11.0;3.0;0.0;0.0;2018_2019
84111;355874;19511;Róbinson Aponzá;29;Colombia;Extremo izquierdo;Jaguares FC;118.0;4.0;1.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0;5.0;1.0;7.0;43.0;36.0;18.0;1.0;0.0;13.0;2.0;0.0;0.0;2018_2019
26713;888471;16007;Diego Morales;35;Argentina;Portero;Real Garcilaso;1463.0;17.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;1.0;0.0;1.0;3.0;4.0;2.0;389.0;263.0;27.0;132.0;0.0;133.0;0.0;1.0;0.0;2018_2019
250751;846375;16007;Giordano Mendoza;24;Perú;Pivote;Real Garcilaso;661.0;15.0;7.0;0.0;5.0;0.0;1.0;4.0;0.0;5.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;19.0;11.0;10.0;6.0;0.0;18.0;4.0;5.0;27.0;269.0;212.0;31.0;14.0;0.0;79.0;5.0;1.0;0.0;2018_2019
73609;33578;16007;Rolando Bogado;34;Paraguay;Defensa central;Ayacucho FC;2751.0;31.0;31.0;1.0;24.0;8.0;13.0;3.0;1.0;9.0;1.0;2.0;4.0;0.0;0.0;0.0;2.0;43.0;74.0;167.0;26.0;2.0;42.0;32.0;83.0;74.0;1000.0;768.0;80.0;129.0;0.0;253.0;4.0;8.0;0.0;2018_2019
582319;924932;16007;Alejandro Ramos;19;Perú;Lateral derecho;Sport Boys;2048.0;24.0;23.0;0.0;18.0;3.0;11.0;4.0;1.0;12.0;2.0;0.0;18.0;0.0;0.0;0.0;1.0;62.0;44.0;57.0;26.0;0.0;45.0;18.0;21.0;95.0;684.0;531.0;125.0;31.0;10.0;288.0;18.0;8.0;2.0;2018_2019
201043;358202;16007;Gianmarco Gambetta;27;Perú;Defensa central;Alianza Lima;861.0;12.0;9.0;1.0;3.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;9.0;6.0;49.0;2.0;3.0;15.0;7.0;23.0;18.0;307.0;218.0;25.0;30.0;0.0;94.0;1.0;4.0;0.0;2018_2019
473579;876928;16007;Luis Garro;21;Perú;Lateral derecho;Alianza Lima;2407.0;30.0;27.0;0.0;3.0;0.0;1.0;2.0;1.0;13.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;95.0;81.0;50.0;26.0;1.0;52.0;30.0;20.0;150.0;712.0;576.0;108.0;26.0;21.0;294.0;12.0;11.0;0.0;2018_2019
102810;248291;16007;Mario Velarde;27;Perú;Mediocentro ofensivo;Sport Huancayo;1260.0;22.0;15.0;1.0;16.0;6.0;7.0;3.0;2.0;23.0;4.0;0.0;20.0;0.0;0.0;0.0;2.0;16.0;13.0;6.0;9.0;0.0;32.0;16.0;10.0;51.0;447.0;337.0;136.0;18.0;23.0;233.0;21.0;1.0;0.0;2018_2019
224652;925176;16007;Hugo Ángeles;24;Perú;Lateral izquierdo;Dep. Binacional;3062.0;38.0;32.0;0.0;29.0;8.0;18.0;3.0;6.0;48.0;7.0;3.0;20.0;0.0;0.0;0.0;9.0;62.0;53.0;44.0;30.0;0.0;47.0;49.0;30.0;130.0;1297.0;1063.0;239.0;60.0;48.0;509.0;26.0;4.0;0.0;2018_2019
260105;805336;16007;Ronald Ruiz;30;Perú;Portero;Comerciantes;450.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;2.0;3.0;1.0;96.0;53.0;2.0;27.0;0.0;44.0;0.0;1.0;0.0;2018_2019
325696;805056;16007;Javier Núñez;21;Perú;Extremo derecho;Universitario;2169.0;33.0;25.0;3.0;42.0;9.0;25.0;8.0;2.0;29.0;4.0;3.0;26.0;1.0;0.0;0.0;5.0;28.0;32.0;26.0;37.0;0.0;22.0;60.0;14.0;111.0;686.0;546.0;186.0;37.0;12.0;279.0;29.0;3.0;0.0;2018_2019
76717;249305;16007;Pablo Míguez;31;Uruguay;Defensa central;FBC Melgar;2488.0;31.0;28.0;0.0;27.0;3.0;18.0;6.0;3.0;29.0;1.0;3.0;10.0;0.0;0.0;0.0;2.0;61.0;33.0;42.0;39.0;1.0;70.0;25.0;69.0;93.0;1315.0;1093.0;202.0;64.0;0.0;288.0;17.0;9.0;6.0;2018_2019
211417;18305;16007;José Canova;25;Perú;Defensa central;Rosario FC;1519.0;20.0;18.0;0.0;3.0;1.0;2.0;0.0;0.0;3.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;13.0;34.0;69.0;6.0;3.0;24.0;11.0;39.0;21.0;419.0;337.0;21.0;29.0;0.0;90.0;2.0;2.0;1.0;2018_2019
63451;26176;16007;Damián Ísmodes;29;Perú;Extremo derecho;Sport Boys;1634.0;28.0;19.0;2.0;37.0;8.0;18.0;11.0;0.0;17.0;3.0;3.0;34.0;0.0;1.0;1.0;0.0;39.0;15.0;17.0;12.0;0.0;44.0;52.0;10.0;124.0;456.0;376.0;121.0;13.0;7.0;280.0;50.0;10.0;1.0;2018_2019
168987;324939;15995;Andrés Robles;24;Chile;Defensa central;San Luis;1368.0;16.0;16.0;0.0;11.0;3.0;6.0;2.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;21.0;31.0;61.0;13.0;0.0;19.0;13.0;26.0;33.0;539.0;414.0;50.0;59.0;0.0;143.0;2.0;4.0;1.0;2018_2019
82315;44904;16007;Willy Rivas;33;Perú;Defensa central;Comerciantes;740.0;9.0;9.0;0.0;7.0;0.0;5.0;2.0;0.0;6.0;2.0;0.0;10.0;0.0;0.0;0.0;0.0;9.0;11.0;17.0;2.0;0.0;13.0;8.0;8.0;27.0;245.0;193.0;41.0;35.0;5.0;105.0;9.0;3.0;2.0;2018_2019
250929;883298;16007;Paulo Goyoneche;25;Perú;Pivote;Rosario FC;3524.0;40.0;40.0;0.0;36.0;4.0;23.0;9.0;4.0;37.0;2.0;0.0;23.0;0.0;0.0;0.0;4.0;81.0;57.0;88.0;45.0;0.0;76.0;51.0;40.0;149.0;1603.0;1248.0;362.0;239.0;7.0;419.0;11.0;14.0;0.0;2018_2019
51225;35621;16007;Hernán Rengifo;35;Perú;Delantero centro;FBC Melgar;2179.0;32.0;27.0;11.0;63.0;24.0;28.0;11.0;2.0;33.0;3.0;11.0;2.0;1.0;0.0;0.0;21.0;14.0;3.0;14.0;6.0;0.0;24.0;32.0;81.0;42.0;385.0;260.0;127.0;10.0;2.0;213.0;19.0;2.0;1.0;2018_2019
260318;338883;16007;Horacio Benincasa;24;Perú;Defensa central;Universitario;2232.0;30.0;25.0;2.0;22.0;5.0;14.0;3.0;0.0;9.0;1.0;3.0;6.0;0.0;0.0;0.0;3.0;28.0;47.0;139.0;13.0;0.0;30.0;21.0;79.0;52.0;958.0;753.0;61.0;87.0;3.0;253.0;2.0;6.0;1.0;2018_2019
99520;805425;16007;Milton Benítez;32;Paraguay;Mediocentro ofensivo;Dep. Binacional;2031.0;32.0;25.0;9.0;103.0;32.0;46.0;25.0;4.0;39.0;8.0;5.0;64.0;0.0;0.0;0.0;5.0;30.0;9.0;4.0;27.0;0.0;51.0;31.0;10.0;122.0;993.0;696.0;263.0;31.0;26.0;582.0;63.0;10.0;0.0;2018_2019
68910;45882;16007;José Carlos Fernández;35;Perú;Delantero centro;Dep. Municipal;2857.0;40.0;31.0;8.0;72.0;29.0;33.0;10.0;1.0;19.0;2.0;14.0;1.0;2.0;0.0;0.0;25.0;11.0;9.0;41.0;6.0;0.0;62.0;82.0;119.0;81.0;575.0;383.0;116.0;8.0;0.0;289.0;20.0;9.0;1.0;2018_2019
