tm_id;ss_id;ss_season_id;nombre_jugador;edad;nacionalidad_str;posicion;club_origen;minutesPlayed;appearances;started;goals;totalShots;shotsOnTarget;shotsOffTarget;blockedShots;assists;keyPasses;bigChancesCreated;bigChancesMissed;successfulDribbles;penaltiesWon;penaltiesTaken;penaltyGoals;offsides;tackles;interceptions;clearances;dribbledPast;penaltiesCommitted;fouls;wasFouled;aerialDuelsWon;groundDuelsWon;totalPasses;accuratePasses;accurateFinalThirdPasses;accurateLongBalls;accurateCrosses;possessionLost;dispossessed;yellowCards;redCards
420949;836281;16007;Flavio Ramírez;22;Perú;Lateral derecho;Sport. Cristal;784;18;9;0;2;0;1;1;0;5;0;1;6;0;0;0;1;20;12;11;12;0;19;14;6;40;293;226;46;14;3;124;2;1;0
375364;805259;16007;Mario Palomino;24;Perú;Pivote;Comerciantes;213;5;3;0;0;0;0;0;0;1;0;0;2;0;0;0;0;3;7;6;6;0;7;4;1;9;101;69;12;6;1;42;1;0;0
528898;894464;16007;Luis Acuy;20;Perú;Extremo izquierdo;U. San Martín;92;3;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;4;0;1;3;0;4;3;1;9;28;20;5;0;1;16;2;0;0
82578;38005;16007;Luis Llontop;32;Perú;Portero;Rosario FC;1080;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;10;1;0;0;1;3;3;272;163;28;101;0;110;0;1;0
434955;883293;16007;Leonel Solís;21;Perú;Pivote;AD Cantolao;151;5;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;6;1;0;2;0;4;2;0;9;39;36;7;3;0;17;3;0;0
45474;11583;16007;Luis Tejada;36;Panamá;Delantero centro;Sport Boys;2385;30;27;16;74;29;37;8;4;46;9;10;15;1;7;7;34;15;7;40;7;0;62;28;68;54;669;488;234;29;4;303;41;10;0
477383;883388;16007;Jeferson Collazos;27;Colombia;Delantero centro;UTC;1465;29;15;4;50;19;25;6;1;15;0;14;12;0;1;0;17;9;3;8;8;0;28;21;93;39;331;211;104;7;1;218;20;2;0
59947;38516;16007;Hervé Kambou;33;Costa de Marfil;Defensa central;AD Cantolao;3554;40;40;1;6;2;3;1;0;4;0;0;9;0;0;0;0;56;75;233;23;0;47;39;60;97;1191;923;99;109;0;299;7;6;1
149771;339841;16007;Ángel Ojeda;25;Perú;Pivote;Unión Comercio;2294;36;24;0;44;6;18;20;1;26;5;3;17;0;0;0;0;67;40;38;31;2;83;22;17;106;1210;965;272;82;3;326;27;9;0
73705;249599;16007;Donald Millán;32;Colombia;Mediocentro ofensivo;UTC;3302;39;36;13;62;21;24;17;5;94;13;3;60;1;4;4;3;51;33;43;49;0;56;106;55;214;1544;1159;500;100;37;719;74;12;0
362579;830020;16044;Ramón Córdoba;28;Colombia;Defensa central;Jaguares FC;1330;15;15;0;3;1;2;0;0;1;0;0;3;0;0;0;1;14;27;58;13;1;31;15;30;30;457;379;14;33;0;87;1;7;0
362579;830020;19511;Ramón Córdoba;28;Colombia;Defensa central;Jaguares FC;844;10;10;0;2;0;2;0;0;1;0;0;1;0;0;0;0;14;21;44;8;1;26;7;17;20;346;302;13;22;0;50;1;5;2
104392;249511;16007;Juan Pablo Vergara;33;Perú;Extremo derecho;UTC;1993;28;22;6;70;28;29;13;12;80;20;8;5;1;1;1;18;14;12;4;23;0;38;66;20;82;537;387;178;37;65;378;21;3;0
123418;107388;16007;Óscar Vílchez;32;Perú;Mediocentro;Alianza Lima;958;26;6;1;10;1;6;3;2;17;1;0;6;0;0;0;0;24;13;7;13;1;13;22;3;51;535;456;110;26;2;119;10;0;1
82577;38024;16007;Julio Landauri;32;Perú;Extremo izquierdo;Real Garcilaso;1822;37;19;1;42;14;17;11;3;46;9;3;28;1;0;0;7;25;14;9;35;1;22;21;9;73;596;472;194;22;22;301;33;3;0
84111;355874;16007;Róbinson Aponzá;29;Colombia;Extremo izquierdo;Jaguares FC;99;2;1;1;1;1;0;0;0;0;0;0;2;0;0;0;2;1;1;0;1;0;1;3;1;6;22;18;7;1;0;11;3;0;0
84111;355874;19511;Róbinson Aponzá;29;Colombia;Extremo izquierdo;Jaguares FC;118;4;1;0;3;0;3;0;0;0;0;0;1;0;0;0;0;1;1;0;3;0;0;5;1;7;43;36;18;1;0;13;2;0;0
26713;888471;16007;Diego Morales;35;Argentina;Portero;Real Garcilaso;1463;17;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;0;1;3;4;2;389;263;27;132;0;133;0;1;0
250751;846375;16007;Giordano Mendoza;24;Perú;Pivote;Real Garcilaso;661;15;7;0;5;0;1;4;0;5;0;0;4;0;0;0;1;19;11;10;6;0;18;4;5;27;269;212;31;14;0;79;5;1;0
73609;33578;16007;Rolando Bogado;34;Paraguay;Defensa central;Ayacucho FC;2751;31;31;1;24;8;13;3;1;9;1;2;4;0;0;0;2;43;74;167;26;2;42;32;83;74;1000;768;80;129;0;253;4;8;0
582319;924932;16007;Alejandro Ramos;19;Perú;Lateral derecho;Sport Boys;2048;24;23;0;18;3;11;4;1;12;2;0;18;0;0;0;1;62;44;57;26;0;45;18;21;95;684;531;125;31;10;288;18;8;2
201043;358202;16007;Gianmarco Gambetta;27;Perú;Defensa central;Alianza Lima;861;12;9;1;3;2;1;0;0;1;0;0;3;0;0;0;0;9;6;49;2;3;15;7;23;18;307;218;25;30;0;94;1;4;0
473579;876928;16007;Luis Garro;21;Perú;Lateral derecho;Alianza Lima;2407;30;27;0;3;0;1;2;1;13;0;0;25;0;0;0;0;95;81;50;26;1;52;30;20;150;712;576;108;26;21;294;12;11;0
102810;248291;16007;Mario Velarde;27;Perú;Mediocentro ofensivo;Sport Huancayo;1260;22;15;1;16;6;7;3;2;23;4;0;20;0;0;0;2;16;13;6;9;0;32;16;10;51;447;337;136;18;23;233;21;1;0
224652;925176;16007;Hugo Ángeles;24;Perú;Lateral izquierdo;Dep. Binacional;3062;38;32;0;29;8;18;3;6;48;7;3;20;0;0;0;9;62;53;44;30;0;47;49;30;130;1297;1063;239;60;48;509;26;4;0
260105;805336;16007;Ronald Ruiz;30;Perú;Portero;Comerciantes;450;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;2;3;1;96;53;2;27;0;44;0;1;0
325696;805056;16007;Javier Núñez;21;Perú;Extremo derecho;Universitario;2169;33;25;3;42;9;25;8;2;29;4;3;26;1;0;0;5;28;32;26;37;0;22;60;14;111;686;546;186;37;12;279;29;3;0
76717;249305;16007;Pablo Míguez;31;Uruguay;Defensa central;FBC Melgar;2488;31;28;0;27;3;18;6;3;29;1;3;10;0;0;0;2;61;33;42;39;1;70;25;69;93;1315;1093;202;64;0;288;17;9;6
211417;18305;16007;José Canova;25;Perú;Defensa central;Rosario FC;1519;20;18;0;3;1;2;0;0;3;0;1;1;1;0;0;1;13;34;69;6;3;24;11;39;21;419;337;21;29;0;90;2;2;1
63451;26176;16007;Damián Ísmodes;29;Perú;Extremo derecho;Sport Boys;1634;28;19;2;37;8;18;11;0;17;3;3;34;0;1;1;0;39;15;17;12;0;44;52;10;124;456;376;121;13;7;280;50;10;1
168987;324939;15995;Andrés Robles;24;Chile;Defensa central;San Luis;1368;16;16;0;11;3;6;2;0;5;0;1;0;0;0;0;0;21;31;61;13;0;19;13;26;33;539;414;50;59;0;143;2;4;1
82315;44904;16007;Willy Rivas;33;Perú;Defensa central;Comerciantes;740;9;9;0;7;0;5;2;0;6;2;0;10;0;0;0;0;9;11;17;2;0;13;8;8;27;245;193;41;35;5;105;9;3;2
250929;883298;16007;Paulo Goyoneche;25;Perú;Pivote;Rosario FC;3524;40;40;0;36;4;23;9;4;37;2;0;23;0;0;0;4;81;57;88;45;0;76;51;40;149;1603;1248;362;239;7;419;11;14;0
51225;35621;16007;Hernán Rengifo;35;Perú;Delantero centro;FBC Melgar;2179;32;27;11;63;24;28;11;2;33;3;11;2;1;0;0;21;14;3;14;6;0;24;32;81;42;385;260;127;10;2;213;19;2;1
260318;338883;16007;Horacio Benincasa;24;Perú;Defensa central;Universitario;2232;30;25;2;22;5;14;3;0;9;1;3;6;0;0;0;3;28;47;139;13;0;30;21;79;52;958;753;61;87;3;253;2;6;1
99520;805425;16007;Milton Benítez;32;Paraguay;Mediocentro ofensivo;Dep. Binacional;2031;32;25;9;103;32;46;25;4;39;8;5;64;0;0;0;5;30;9;4;27;0;51;31;10;122;993;696;263;31;26;582;63;10;0
68910;45882;16007;José Carlos Fernández;35;Perú;Delantero centro;Dep. Municipal;2857;40;31;8;72;29;33;10;1;19;2;14;1;2;0;0;25;11;9;41;6;0;62;82;119;81;575;383;116;8;0;289;20;9;1
82562;38023;16007;Víctor Balta;32;Perú;Defensa central;Dep. Binacional;2202;25;25;0;11;4;7;0;0;2;1;4;1;0;0;0;1;23;45;159;9;0;29;14;65;34;764;615;34;82;0;166;4;5;1
176400;220931;16007;Jorge Bazán;27;Perú;Extremo derecho;UTC;2903;38;32;2;39;11;14;14;3;49;10;3;33;0;0;0;9;19;19;4;3;0;32;50;22;100;748;605;253;17;13;331;32;4;0
90230;107307;16007;Salomón Libman;34;Perú;Portero;FBC Melgar;1890;21;21;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;33;5;0;0;7;9;4;524;324;37;130;0;201;0;4;0
581174;888479;16007;Carlos Caraza;32;Perú;Lateral derecho;Dep. Binacional;3458;43;38;2;46;13;20;13;4;64;7;2;74;0;0;0;5;84;61;37;36;0;67;50;31;207;1264;911;289;87;31;631;53;7;0
82570;924643;16007;John Fajardo;29;Perú;Defensa central;Dep. Binacional;3438;39;38;0;18;3;10;5;0;7;1;0;22;0;0;0;1;49;64;223;18;1;14;14;63;82;1247;937;74;131;1;347;3;4;0
357124;805366;16007;Oshiro Takeuchi;23;Perú;Extremo derecho;AD Cantolao;1961;30;24;1;25;9;12;4;2;26;3;2;38;0;0;0;3;32;18;10;6;0;34;40;23;108;620;491;145;15;5;295;55;1;0
250915;358194;16007;Koichi Aparicio;26;Perú;Defensa central;Unión Comercio;810;9;9;0;6;0;2;4;0;1;0;0;0;0;0;0;2;16;19;39;8;0;4;1;6;17;351;307;31;35;0;45;1;1;0
398023;836280;16007;Alexis Rojas;22;Perú;Extremo izquierdo;Sport. Cristal;1033;24;9;0;29;8;12;9;0;17;3;2;17;0;0;0;4;14;7;3;3;0;19;43;2;74;350;285;114;10;9;176;19;1;0
160317;248215;16007;Óscar Guerra;33;Perú;Defensa central;Comerciantes;1707;20;20;0;15;3;5;7;1;6;1;1;6;0;0;0;3;20;44;82;7;1;23;19;34;43;572;394;55;97;0;196;4;4;1
41301;26884;16007;Wilmer Aguirre;35;Perú;Delantero centro;Unión Comercio;2997;39;36;8;64;26;23;15;3;42;10;16;28;0;0;0;26;32;11;10;16;0;34;33;34;92;656;499;213;5;6;315;36;1;1
142588;147587;16007;Éver Chávez;33;Perú;Pivote;Comerciantes;3064;40;35;7;32;11;14;7;0;32;1;6;13;0;0;0;2;35;42;44;30;1;64;25;18;71;1179;959;196;79;3;317;17;3;0
94440;125113;16007;Sidney Faiffer;38;Perú;Mediocentro ofensivo;Sport Boys;451;14;3;0;15;4;9;2;2;9;2;1;6;0;0;0;0;7;7;10;3;0;15;10;11;22;263;195;53;14;4;99;5;4;1
103111;873694;16007;Christian Laura;30;Perú;Lateral derecho;Dep. Binacional;3012;37;36;1;22;7;8;7;0;26;2;3;22;0;0;0;0;41;64;49;11;1;56;19;37;80;771;603;128;36;19;344;24;5;0
169992;786311;16007;Ernest Nungaray;26;Estados Unidos;Pivote;Sport Boys;652;10;7;1;22;8;9;5;2;14;2;2;2;0;0;0;1;6;10;7;5;0;6;5;4;13;266;214;46;25;15;93;6;0;0
330687;790021;16007;Carlos Grados;23;Perú;Portero;Sport. Cristal;450;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;1;5;2;149;118;7;35;0;32;1;1;0
84349;47413;16007;Luis Trujillo;27;Perú;Lateral izquierdo;Sport Huancayo;2134;34;25;1;65;22;24;19;5;47;10;2;21;0;1;0;3;27;32;22;13;0;14;16;10;63;917;765;210;74;40;326;10;0;0
94741;169925;16007;Diego Minaya;28;Perú;Defensa central;UTC;2276;30;24;0;6;1;4;1;0;4;0;0;5;0;0;0;1;57;44;65;29;0;35;10;49;71;692;502;98;78;1;253;5;5;0
515413;874981;16007;Jesús Mendieta;20;Perú;Lateral izquierdo;Sport. Cristal;359;5;4;0;5;1;2;2;0;3;0;0;3;0;0;0;0;15;16;7;4;0;4;5;4;23;113;74;21;15;3;67;0;0;0
483713;882860;16007;Luis Carranza;19;Perú;Extremo derecho;Sport. Cristal;58;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;2;3;0;4;28;28;11;0;0;12;3;1;0
260103;805351;16007;Omar Reyes;29;Perú;Defensa central;Comerciantes;984;13;13;2;11;4;5;2;0;5;1;1;9;0;0;0;0;30;18;21;16;0;16;14;18;52;345;266;76;14;2;126;10;2;1
198027;189207;16007;Jean Deza;25;Perú;Extremo izquierdo;Sport Huancayo;707;17;6;1;24;5;12;7;0;12;3;0;25;0;0;0;2;9;3;2;3;0;8;31;6;62;286;231;107;14;4;192;32;4;0
356379;847241;16007;Diego Mayora;26;Perú;Delantero centro;Colón;558;8;6;2;17;10;3;4;0;8;1;3;4;0;0;0;14;2;2;3;3;0;10;11;13;17;97;66;22;3;0;84;15;3;0
56004;590448;16007;Emiliano Ciucci;32;Argentina;Pivote;Sport Boys;2760;33;31;0;60;22;24;14;1;17;1;2;28;0;0;0;2;63;42;101;35;0;66;64;94;144;1330;959;184;139;1;490;42;15;2
250737;805065;16007;Rafael Guarderas;24;Perú;Pivote;Dep. Municipal;2400;33;27;1;29;8;16;5;0;21;2;2;14;0;0;0;0;50;53;36;27;0;44;29;17;91;1232;988;258;81;5;352;22;8;0
260093;882838;16007;David Díaz;27;Perú;Lateral izquierdo;Unión Comercio;2619;32;28;1;6;1;4;1;2;17;4;1;8;0;0;0;5;43;53;72;12;0;26;24;29;74;772;582;147;54;13;308;12;4;0
317056;820980;16007;Jonathan Segura;27;Colombia;Defensa central;Patriotas;1956;25;21;1;22;5;14;3;0;6;1;2;2;0;0;0;0;29;38;103;8;0;45;22;65;47;623;448;54;67;0;197;2;5;1
224669;378808;17518;Wilder Cartagena;23;Perú;Pivote;U. San Martín;884;12;11;0;6;2;4;0;0;5;1;0;8;0;0;0;0;30;11;7;10;0;22;16;9;53;373;314;47;30;0;93;12;4;0
202906;339657;13950;Felipe Rodríguez;28;Uruguay;Extremo izquierdo;Bolívar;577;12;7;0;6;3;3;0;0;5;0;2;8;0;0;0;0;10;9;0;2;0;3;19;5;37;149;99;31;5;5;111;11;1;0
325726;846366;16007;Adrián Ugarriza;21;Perú;Delantero centro;UTC;2862;38;31;7;72;27;31;14;2;32;4;15;49;3;1;0;18;30;14;9;19;1;56;81;71;156;653;474;218;8;3;418;61;3;0
251688;831815;13950;Mauricio Affonso;26;Uruguay;Delantero centro;Atl. Tucumán;506;11;5;1;9;1;5;3;0;2;0;0;3;0;0;0;6;3;0;6;3;0;13;7;16;13;96;60;28;1;0;87;9;0;0
214719;220929;16007;Carlos Beltrán;27;Argentina;Pivote;Rosario FC;2932;34;34;4;71;19;42;10;2;26;5;6;15;0;0;0;1;47;54;179;17;2;71;59;115;112;1193;846;152;191;1;403;10;16;3
224670;339177;16007;Rodrigo Cuba;26;Perú;Lateral derecho;Dep. Municipal;3049;39;34;11;44;14;23;7;3;29;9;9;13;1;0;0;14;49;49;77;25;1;49;39;120;91;1148;835;260;50;8;525;27;6;0
279380;883343;16007;Aldair Salazar;23;Perú;Defensa central;Dep. Municipal;3222;38;37;0;17;4;9;4;3;17;5;1;16;0;0;0;2;44;78;137;14;4;26;23;47;78;898;626;127;84;13;446;8;4;1
356381;873703;16007;Anthony Rosell;23;Perú;Lateral izquierdo;Ayacucho FC;3089;37;34;1;24;7;15;2;6;45;5;0;20;0;0;0;1;58;70;74;28;0;60;46;29;122;1089;858;226;67;30;431;18;5;3
119365;882851;16007;Joazhiño Arroé;26;Perú;Mediocentro ofensivo;Sport Boys;2171;32;23;4;44;19;15;10;4;57;6;7;70;0;1;0;7;20;9;6;24;0;20;60;6;150;1012;807;311;75;32;453;66;5;1
279387;339475;16007;José Manzaneda;23;Perú;Extremo izquierdo;La Serena;2451;32;28;6;58;20;19;19;11;66;15;6;41;0;2;2;28;56;22;22;20;1;65;71;17;166;867;718;294;22;79;509;43;7;0
194841;258793;13539;Iván Bulos;25;Perú;Delantero centro;O'Higgins;405;6;5;0;4;1;3;0;1;4;1;0;0;0;0;0;5;2;0;2;2;0;9;12;20;14;83;47;17;1;0;61;11;0;0
54818;47379;15806;Egidio Arévalo Ríos;36;Uruguay;Pivote;Libertad;177;2;2;0;2;1;1;0;0;0;0;0;1;0;0;0;0;6;4;3;1;0;1;6;2;13;76;55;16;4;0;24;1;1;0
54818;47379;13950;Egidio Arévalo Ríos;36;Uruguay;Pivote;Libertad;543;7;6;0;2;0;1;1;0;5;0;0;2;0;0;0;0;12;19;20;2;0;7;9;24;22;330;263;33;27;0;76;4;2;0
582320;924878;16007;Arón Torres;21;Perú;Extremo derecho;Sport Boys;1395;30;10;0;11;1;7;3;3;18;3;0;14;2;0;0;4;18;9;4;10;0;10;47;2;79;373;298;108;3;18;205;19;2;0
353038;805143;16007;Jeremías Bogado;22;Paraguay;Extremo izquierdo;Comerciantes;3070;38;35;12;87;35;28;24;2;81;11;6;54;3;8;6;5;18;19;6;20;0;24;121;27;192;1363;1111;485;51;36;557;52;2;1
249977;883294;16007;Carlos Uribe;26;Perú;Pivote;Rosario FC;2552;33;30;3;44;10;20;14;1;38;1;2;8;0;1;1;1;43;7;16;43;0;50;60;17;106;1291;1061;287;94;8;325;24;6;1
335217;883397;16007;Gerson Barreto;22;Perú;Mediocentro;Universitario;1031;18;13;0;6;0;5;1;0;11;0;1;13;0;0;0;2;29;13;9;18;1;29;33;11;73;455;377;62;29;8;134;18;3;0
84326;107328;16007;Johnnier Montaño;35;Colombia;Mediocentro ofensivo;Sport Boys;2080;32;21;5;40;13;21;6;5;66;4;2;24;0;0;0;2;33;6;17;7;0;46;78;16;132;1048;791;282;36;25;455;37;12;1
224685;883391;16007;Ederson Mogollón;25;Perú;Defensa central;Comerciantes;1146;14;14;1;6;1;4;1;0;1;0;1;5;0;0;0;0;23;32;78;8;0;17;7;27;34;447;323;33;57;0;137;2;2;0
249923;883291;16007;Farihd Jasaui;26;Perú;Lateral izquierdo;Rosario FC;3093;36;34;0;24;5;16;3;0;30;1;0;60;0;0;0;0;88;81;61;42;1;68;66;28;213;854;577;186;75;24;516;32;7;0
214654;574464;16007;Junior Ponce;24;Perú;Extremo derecho;UTC;1775;35;21;1;23;6;11;6;5;47;11;3;42;0;0;0;6;10;10;2;5;0;23;68;5;119;335;253;127;10;41;314;34;1;0
37999;18848;16007;Daniel Chávez;30;Perú;Delantero centro;Universitario;842;13;11;1;12;3;8;1;0;3;0;5;1;0;0;0;6;5;3;9;1;0;13;11;51;14;212;143;58;4;0;109;10;0;0
347416;883732;16007;Willy Pretel;24;Perú;Lateral izquierdo;UTC;2624;33;29;1;13;1;7;5;0;15;1;0;6;0;0;0;0;69;57;81;30;1;61;23;56;96;744;511;130;61;12;402;7;8;0
422934;876931;16007;Erinson Ramírez;20;Perú;Mediocentro ofensivo;Alianza Lima;268;6;3;0;5;2;2;1;0;4;0;0;4;0;0;0;0;1;2;0;5;0;2;11;4;15;78;54;25;7;2;50;1;0;0
335677;874985;16007;Renzo Garcés;22;Perú;Defensa central;Sport. Cristal;818;12;9;0;3;1;1;1;0;2;0;0;4;0;0;0;0;7;13;22;2;0;17;17;21;28;420;379;31;29;0;50;3;3;0
440020;874986;16007;Frank Ysique;22;Perú;Pivote;Sport. Cristal;595;17;6;0;4;1;1;2;0;5;0;0;6;0;0;0;0;14;13;4;11;0;7;8;3;28;524;492;86;18;1;43;7;2;0
126019;83951;16007;Alberto Quintero;30;Panamá;Extremo derecho;Lobos BUAP;1874;23;21;5;37;15;14;8;4;32;6;6;32;1;0;0;18;19;12;2;12;0;21;64;7;115;522;391;171;13;6;295;48;8;1
135139;839571;16007;Armando Alfageme;27;Perú;Pivote;Dep. Municipal;3153;36;36;1;29;5;19;5;0;11;0;0;26;0;0;0;0;131;113;41;71;0;82;100;71;244;1483;1143;182;128;1;437;25;11;2
212434;830663;16007;Alejandro Hohberg;26;Perú;Extremo izquierdo;Alianza Lima;3468;44;38;11;118;48;46;24;10;56;8;11;41;1;2;1;26;34;21;8;31;0;41;91;19;164;1002;785;312;49;63;625;60;5;0
82567;47397;16007;Gary Correa;28;Perú;Extremo izquierdo;U. San Martín;3091;40;37;7;85;25;28;32;9;72;21;5;12;0;0;0;7;39;11;19;32;0;31;33;26;81;1224;940;363;91;64;587;37;5;1
82584;883313;16007;Nelinho Quina;31;Perú;Defensa central;Sport Boys;3519;39;39;0;5;1;2;2;1;8;0;0;27;0;0;0;2;39;50;184;14;1;72;21;75;87;1438;1179;115;119;1;310;9;12;0
196037;340077;16007;Pablo Lavandeira;28;Uruguay;Mediocentro ofensivo;Dep. Municipal;2156;30;24;8;57;21;23;13;4;40;13;8;26;1;1;1;5;38;23;19;27;0;48;58;25;121;762;527;229;30;28;449;50;8;0
30873;37269;13950;Germán Denis;36;Argentina;Delantero centro;Sin equipo;897;18;10;2;17;6;8;3;0;7;2;5;8;0;2;1;0;6;3;6;0;1;18;10;25;23;256;188;74;2;1;148;27;3;0
250055;345779;16007;Christofer Gonzales;25;Perú;Mediocentro ofensivo;Colo-Colo;2368;30;27;7;79;29;40;10;11;77;19;3;53;0;0;0;7;35;16;7;15;0;37;98;26;183;1008;834;361;35;45;529;59;7;0
102784;107293;19778;Joel Sánchez;29;Perú;Mediocentro ofensivo;Tigres UANL;283;5;5;0;0;0;0;0;0;2;1;0;3;0;0;0;0;6;1;1;11;0;6;4;1;12;100;82;21;6;0;31;10;1;0
368844;924924;16007;Carlos Neyra;23;Perú;Lateral derecho;Sport Boys;2181;28;24;2;16;6;8;2;3;17;5;1;23;3;0;0;4;70;47;45;33;0;37;65;15;158;722;561;107;40;6;294;24;8;1
235508;982178;15813;Alexi Gómez;25;Perú;Lateral izquierdo;Universitario;1333;18;16;0;22;7;11;4;0;9;3;0;13;0;0;0;1;42;13;18;31;1;20;15;12;70;485;366;92;17;4;254;28;4;0
135174;1021320;15809;David Villalba;36;Paraguay;Pivote;General Diaz;360;4;4;0;2;0;2;0;0;0;0;0;2;0;0;0;0;2;8;21;0;0;4;1;9;5;117;83;6;7;0;36;1;0;0
224677;588144;16007;Jhonny Vidales;26;Perú;Delantero centro;Real Garcilaso;3347;41;38;10;74;29;34;11;3;69;11;16;80;0;3;3;33;29;20;13;26;0;58;46;33;151;958;747;328;22;20;598;86;12;0
569085;1021320;15809;David Villalba;27;Paraguay;Defensa central;General Diaz;360;4;4;0;2;0;2;0;0;0;0;0;2;0;0;0;0;2;8;21;0;0;4;1;9;5;117;83;6;7;0;36;1;0;0
298602;846048;19511;Jhon Mondragón;23;Colombia;Defensa central;Leones FC;270;3;3;0;2;0;2;0;0;0;0;0;0;0;0;0;0;4;1;20;2;0;6;4;7;6;84;69;5;5;0;19;3;0;0
94480;130393;16007;Jean Tragodara;32;Perú;Pivote;Real Garcilaso;1291;16;15;3;18;4;12;2;0;7;0;1;6;0;0;0;1;26;23;23;18;0;27;12;18;42;522;441;79;46;1;115;8;1;0
227771;312276;16007;Marcos Ortiz;25;Perú;Defensa central;Ayacucho FC;995;14;12;1;2;1;1;0;0;1;0;0;2;0;0;0;2;30;25;42;7;0;24;5;17;36;347;297;25;29;0;73;6;5;0
72677;33993;16007;Jesús Chávez;32;Perú;Mediocentro ofensivo;U. San Martín;3529;40;40;7;63;20;31;12;6;29;5;8;39;4;1;0;51;23;7;43;19;0;69;124;112;168;925;694;296;28;7;510;62;15;0
334104;805267;16007;Patricio Arce;25;Perú;Mediocentro ofensivo;FBC Melgar;2615;39;28;5;49;13;23;13;12;85;14;3;13;0;1;1;13;32;16;16;24;0;19;36;14;80;1517;1233;480;73;41;549;53;3;0
127271;129209;17518;Cristian Palacios;27;Uruguay;Delantero centro;Club Puebla;317;9;4;0;5;2;3;0;0;2;1;2;0;0;0;0;1;4;0;0;1;0;10;11;2;15;35;27;12;2;0;24;7;1;0
95852;123238;16007;Luis Álvarez;28;Perú;Pivote;Real Garcilaso;866;13;10;1;10;2;7;1;0;9;0;2;2;0;0;0;0;24;23;15;13;0;19;9;12;35;330;275;45;16;0;81;8;2;0
216291;925308;16007;Junior Aguirre;26;Perú;Extremo izquierdo;Rosario FC;2150;29;23;3;69;25;29;15;5;57;4;3;78;1;0;0;3;32;16;1;26;0;33;47;5;157;746;575;262;44;34;433;65;4;0
